[Description]
Chute 0:,Not Ejected,Chute 1:,Attitude,Chute 2:,Altitude,Chute 3:,Timer,Chute 4:,Remote Forced
Launch 0:,Not Launched,Launch 1:,Launched
[Data]
TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz,Roll,Pitch,Yaw,maxG,T,P,P_alt,fix,Lon,Lat,Alt,VN,VE,VD,Chute,Launch,Canard1,Canard2,Canard3,Canard4
183339,-0.97,-0.25,-0.07,0.00,0.00,0.00,39.70,39.20,12.50,104.86,73.72,173.99,23.49,42.91,1006.28,-1.21,3,126.7843933,37.3942337,39.28,0.00,-0.03,-0.02,1,1,1443,1468,1533,1483
183411,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,38.70,12.20,104.85,73.72,173.99,23.49,42.91,1006.28,-1.26,3,126.7843933,37.3942337,39.28,0.00,-0.03,-0.02,1,1,1443,1468,1533,1483
183489,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,39.00,12.30,104.85,73.72,173.98,23.49,42.91,1006.28,-1.24,3,126.7843933,37.3942337,39.24,-0.01,0.03,0.00,1,1,1443,1468,1533,1483
183579,-0.97,-0.25,-0.07,0.00,0.00,0.00,40.00,39.20,12.20,104.84,73.72,173.98,23.49,42.91,1006.28,-1.26,3,126.7843933,37.3942337,39.24,-0.01,0.03,0.00,1,1,1443,1468,1533,1483
183653,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.60,12.50,104.85,73.72,173.98,23.49,42.91,1006.28,-1.24,3,126.7843933,37.3942337,39.24,-0.01,0.03,0.00,1,1,1443,1468,1533,1483
183731,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.30,12.60,104.85,73.72,173.98,23.49,42.91,1006.28,-1.23,3,126.7843933,37.3942337,39.21,0.01,-0.01,0.06,1,1,1443,1468,1533,1483
183807,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.10,12.40,104.85,73.72,173.98,23.49,42.91,1006.28,-1.22,3,126.7843933,37.3942337,39.21,0.01,-0.01,0.06,1,1,1443,1468,1533,1483
183894,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.00,12.50,104.85,73.72,173.98,23.49,42.91,1006.28,-1.23,3,126.7843933,37.3942337,39.21,0.01,-0.01,0.06,1,1,1443,1468,1533,1483
183959,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,39.10,12.40,104.85,73.72,173.98,23.49,42.91,1006.27,-1.20,3,126.7843933,37.3942337,39.16,-0.01,-0.02,0.03,1,1,1443,1468,1533,1483
184033,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.00,12.30,104.84,73.72,173.98,23.49,42.91,1006.28,-1.22,3,126.7843933,37.3942337,39.16,-0.01,-0.02,0.03,1,1,1443,1468,1533,1483
184122,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,38.90,12.00,104.84,73.72,173.98,23.49,42.91,1006.27,-1.20,3,126.7843933,37.3942337,39.16,-0.01,-0.02,0.03,1,1,1443,1468,1533,1483
184200,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,38.90,12.90,104.84,73.72,173.98,23.49,42.91,1006.28,-1.22,3,126.7843933,37.3942337,39.13,-0.00,0.01,-0.01,1,1,1443,1468,1533,1483
184275,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,38.80,12.50,104.84,73.72,173.98,23.49,42.91,1006.28,-1.25,3,126.7843933,37.3942337,39.13,-0.00,0.01,-0.01,1,1,1443,1468,1533,1483
184364,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.10,12.30,104.84,73.71,173.97,23.49,42.91,1006.28,-1.24,3,126.7843933,37.3942337,39.13,-0.00,0.01,-0.01,1,1,1443,1468,1533,1483
184428,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.70,12.70,104.84,73.71,173.97,23.49,42.91,1006.28,-1.26,3,126.7843933,37.3942337,39.09,0.02,0.02,0.02,1,1,1443,1468,1533,1483
184502,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,38.80,12.00,104.84,73.72,173.97,23.49,42.91,1006.28,-1.26,3,126.7843933,37.3942337,39.09,0.02,0.02,0.02,1,1,1443,1468,1533,1483
184588,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.00,12.50,104.84,73.72,173.98,23.49,42.91,1006.28,-1.27,3,126.7843933,37.3942337,39.09,0.02,0.02,0.02,1,1,1443,1468,1533,1483
184676,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,39.10,12.60,104.85,73.72,173.98,23.49,42.91,1006.28,-1.28,3,126.7843933,37.3942337,39.09,0.02,0.02,0.02,1,1,1443,1468,1533,1483
184740,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.50,38.80,12.10,104.84,73.72,173.98,23.49,42.91,1006.28,-1.23,3,126.7843933,37.3942337,39.06,0.01,0.02,-0.01,1,1,1443,1468,1533,1483
184828,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,39.10,12.30,104.85,73.72,173.98,23.49,42.91,1006.28,-1.23,3,126.7843933,37.3942337,39.06,0.01,0.02,-0.01,1,1,1443,1468,1533,1483
184906,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,38.80,12.20,104.85,73.72,173.98,23.49,42.91,1006.28,-1.22,3,126.7843933,37.3942337,39.06,0.01,0.02,-0.01,1,1,1443,1468,1533,1483
184981,-0.97,-0.25,-0.07,0.00,0.00,0.00,40.40,38.90,12.40,104.84,73.72,173.98,23.49,42.91,1006.27,-1.21,3,126.7844009,37.3942337,39.03,0.01,0.02,-0.03,1,1,1443,1468,1533,1483
185054,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.90,12.40,104.84,73.72,173.97,23.49,42.91,1006.28,-1.22,3,126.7844009,37.3942337,39.03,0.01,0.02,-0.03,1,1,1443,1468,1533,1483
185144,-0.97,-0.25,-0.07,0.00,0.00,0.00,40.40,39.00,12.10,104.84,73.72,173.97,23.49,42.91,1006.28,-1.24,3,126.7844009,37.3942337,39.03,0.01,0.02,-0.03,1,1,1443,1468,1533,1483
185207,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,39.00,12.40,104.84,73.72,173.98,23.49,42.91,1006.28,-1.24,3,126.7844009,37.3942337,39.00,0.00,0.01,-0.01,1,1,1443,1468,1533,1483
185297,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.10,12.60,104.86,73.72,173.99,23.49,42.91,1006.28,-1.24,3,126.7844009,37.3942337,39.00,0.00,0.01,-0.01,1,1,1443,1468,1533,1483
185375,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,39.50,12.00,104.86,73.72,173.99,23.49,42.91,1006.28,-1.27,3,126.7844009,37.3942337,39.00,0.00,0.01,-0.01,1,1,1443,1468,1533,1483
185450,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.70,12.20,104.86,73.72,173.99,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.97,-0.05,-0.00,0.03,1,1,1443,1468,1533,1483
185544,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.20,12.50,104.86,73.72,173.99,23.49,42.92,1006.28,-1.28,3,126.7844009,37.3942337,38.97,-0.05,-0.00,0.03,1,1,1443,1468,1533,1483
185604,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.00,12.30,104.86,73.72,174.00,23.49,42.92,1006.28,-1.28,3,126.7844009,37.3942337,38.97,-0.05,-0.00,0.03,1,1,1443,1468,1533,1483
185678,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.70,12.30,104.87,73.72,174.00,23.49,42.92,1006.29,-1.30,3,126.7844009,37.3942337,38.92,-0.03,0.00,0.08,1,1,1443,1468,1533,1483
185773,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,38.80,12.40,104.88,73.72,174.01,23.49,42.92,1006.28,-1.27,3,126.7844009,37.3942337,38.92,-0.03,0.00,0.08,1,1,1443,1468,1533,1483
185851,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.00,12.50,104.88,73.72,174.01,23.49,42.92,1006.28,-1.27,3,126.7844009,37.3942337,38.92,-0.03,0.00,0.08,1,1,1443,1468,1533,1483
185925,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.30,12.60,104.88,73.72,174.01,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.92,-0.03,0.00,0.08,1,1,1443,1468,1533,1483
186000,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.60,39.30,12.40,104.87,73.72,174.01,23.49,42.92,1006.28,-1.24,3,126.7844009,37.3942337,38.89,0.03,0.01,0.09,1,1,1443,1468,1533,1483
186078,-0.97,-0.25,-0.07,0.00,0.00,0.00,39.90,39.20,12.30,104.87,73.72,174.00,23.49,42.92,1006.28,-1.27,3,126.7844009,37.3942337,38.89,0.03,0.01,0.09,1,1,1443,1468,1533,1483
186151,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.50,38.90,12.30,104.87,73.72,174.01,23.49,42.92,1006.28,-1.22,3,126.7844009,37.3942337,38.89,0.03,0.01,0.09,1,1,1443,1468,1533,1483
186241,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.90,12.70,104.87,73.72,174.00,23.49,42.92,1006.27,-1.19,3,126.7844009,37.3942337,38.86,-0.01,0.02,0.08,1,1,1443,1468,1533,1483
186300,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,38.90,11.90,104.87,73.72,174.00,23.49,42.92,1006.27,-1.19,3,126.7844009,37.3942337,38.86,-0.01,0.02,0.08,1,1,1443,1468,1533,1483
186393,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.10,12.50,104.87,73.72,174.00,23.49,42.92,1006.28,-1.22,3,126.7844009,37.3942337,38.86,-0.01,0.02,0.08,1,1,1443,1468,1533,1483
186482,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.40,39.10,12.60,104.87,73.72,174.00,23.49,42.92,1006.28,-1.24,3,126.7844009,37.3942337,38.83,0.01,-0.01,0.07,1,1,1443,1468,1533,1483
186541,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.80,12.50,104.87,73.72,174.00,23.49,42.92,1006.28,-1.24,3,126.7844009,37.3942337,38.83,0.01,-0.01,0.07,1,1,1443,1468,1533,1483
186614,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.10,13.00,104.87,73.72,174.00,23.49,42.92,1006.28,-1.25,3,126.7844009,37.3942337,38.83,0.01,-0.01,0.07,1,1,1443,1468,1533,1483
186693,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.70,11.80,104.87,73.72,174.00,23.49,42.91,1006.29,-1.30,3,126.7844009,37.3942337,38.79,0.01,-0.05,0.09,1,1,1443,1468,1533,1483
186769,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,38.90,12.10,104.87,73.72,174.00,23.49,42.92,1006.28,-1.28,3,126.7844009,37.3942337,38.79,0.01,-0.05,0.09,1,1,1443,1468,1533,1483
186855,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,38.90,12.40,104.87,73.73,174.00,23.49,42.91,1006.29,-1.31,3,126.7844009,37.3942337,38.79,0.01,-0.05,0.09,1,1,1443,1468,1533,1483
186951,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.10,12.80,104.86,73.73,173.99,23.49,42.91,1006.28,-1.27,3,126.7844009,37.3942337,38.77,0.01,-0.01,0.08,1,1,1443,1468,1533,1483
187010,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.50,39.20,12.40,104.87,73.73,174.00,23.49,42.91,1006.28,-1.27,3,126.7844009,37.3942337,38.77,0.01,-0.01,0.08,1,1,1443,1468,1533,1483
187102,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.20,12.50,104.86,73.73,173.99,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.77,0.01,-0.01,0.08,1,1,1443,1468,1533,1483
187191,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.00,12.20,104.85,73.73,173.98,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.74,-0.01,0.00,-0.02,1,1,1443,1468,1533,1483
187251,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,38.90,12.40,104.85,73.73,173.98,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.74,-0.01,0.00,-0.02,1,1,1443,1468,1533,1483
187343,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.20,12.60,104.86,73.73,173.99,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.74,-0.01,0.00,-0.02,1,1,1443,1468,1533,1483
187403,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,38.70,12.00,104.86,73.73,173.99,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.74,-0.01,0.00,-0.02,1,1,1443,1468,1533,1483
187478,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,38.90,12.50,104.85,73.73,173.98,23.49,42.92,1006.28,-1.27,3,126.7844009,37.3942337,38.72,-0.02,-0.00,-0.03,1,1,1443,1468,1533,1483
187565,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,38.90,12.70,104.85,73.73,173.99,23.49,42.92,1006.28,-1.24,3,126.7844009,37.3942337,38.72,-0.02,-0.00,-0.03,1,1,1443,1468,1533,1483
187660,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.00,12.20,104.86,73.73,174.00,23.49,42.92,1006.28,-1.24,3,126.7844009,37.3942337,38.72,-0.02,-0.00,-0.03,1,1,1443,1468,1533,1483
187720,-0.97,-0.25,-0.07,0.00,0.00,0.00,40.40,38.70,12.30,104.87,73.73,174.00,23.49,42.92,1006.28,-1.24,3,126.7844009,37.3942337,38.70,0.01,-0.01,-0.05,1,1,1443,1468,1533,1483
187792,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,38.90,12.50,104.87,73.73,174.00,23.49,42.92,1006.28,-1.21,3,126.7844009,37.3942337,38.70,0.01,-0.01,-0.05,1,1,1443,1468,1533,1483
187871,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.10,12.30,104.87,73.73,174.00,23.49,42.92,1006.27,-1.20,3,126.7844009,37.3942337,38.70,0.01,-0.01,-0.05,1,1,1443,1468,1533,1483
187946,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.90,11.80,104.87,73.73,174.00,23.49,42.92,1006.27,-1.19,3,126.7844009,37.3942337,38.69,0.00,0.02,-0.08,1,1,1443,1468,1533,1483
188021,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.60,12.50,104.87,73.74,174.00,23.49,42.92,1006.28,-1.22,3,126.7844009,37.3942337,38.69,0.00,0.02,-0.08,1,1,1443,1468,1533,1483
188115,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.10,12.50,104.87,73.74,174.01,23.49,42.92,1006.27,-1.20,3,126.7844009,37.3942337,38.69,0.00,0.02,-0.08,1,1,1443,1468,1533,1483
188189,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.00,12.30,104.88,73.73,174.01,23.49,42.92,1006.28,-1.21,3,126.7844009,37.3942337,38.68,0.02,0.01,-0.01,1,1,1443,1468,1533,1483
188262,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,38.90,12.30,104.88,73.73,174.01,23.49,42.92,1006.28,-1.23,3,126.7844009,37.3942337,38.68,0.02,0.01,-0.01,1,1,1443,1468,1533,1483
188340,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,38.80,12.10,104.88,73.73,174.01,23.49,42.92,1006.28,-1.22,3,126.7844009,37.3942337,38.68,0.02,0.01,-0.01,1,1,1443,1468,1533,1483
188416,-0.97,-0.25,-0.07,0.00,0.00,0.00,40.20,39.10,12.50,104.88,73.74,174.01,23.49,42.92,1006.27,-1.19,3,126.7844009,37.3942337,38.68,0.02,0.01,-0.01,1,1,1443,1468,1533,1483
188504,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.10,12.10,104.88,73.74,174.01,23.49,42.92,1006.27,-1.20,3,126.7844009,37.3942337,38.66,0.01,0.02,0.01,1,1,1443,1468,1533,1483
188584,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.50,12.30,104.88,73.74,174.01,23.49,42.92,1006.27,-1.20,3,126.7844009,37.3942337,38.66,0.01,0.02,0.01,1,1,1443,1468,1533,1483
188659,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.00,12.20,104.87,73.74,174.01,23.49,42.92,1006.28,-1.24,3,126.7844009,37.3942337,38.66,0.01,0.02,0.01,1,1,1443,1468,1533,1483
188732,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,38.90,12.40,104.88,73.74,174.01,23.49,42.92,1006.28,-1.27,3,126.7844009,37.3942337,38.66,-0.01,0.00,0.06,1,1,1443,1468,1533,1483
188796,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.00,12.50,104.88,73.74,174.01,23.49,42.92,1006.28,-1.28,3,126.7844009,37.3942337,38.66,-0.01,0.00,0.06,1,1,1443,1468,1533,1483
188886,-0.97,-0.25,-0.07,0.00,0.00,0.00,40.40,38.80,12.70,104.87,73.74,174.01,23.49,42.92,1006.29,-1.31,3,126.7844009,37.3942337,38.66,-0.01,0.00,0.06,1,1,1443,1468,1533,1483
188974,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.30,12.00,104.87,73.74,174.00,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.63,-0.01,-0.02,0.01,1,1,1443,1468,1533,1483
189039,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,38.90,12.00,104.87,73.74,174.00,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.63,-0.01,-0.02,0.01,1,1,1443,1468,1533,1483
189128,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.10,11.80,104.87,73.74,174.00,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.63,-0.01,-0.02,0.01,1,1,1443,1468,1533,1483
189202,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.40,39.30,12.60,104.87,73.75,174.01,23.49,42.92,1006.28,-1.27,3,126.7844009,37.3942337,38.63,-0.01,-0.01,0.00,1,1,1443,1468,1533,1483
189280,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.00,12.60,104.88,73.75,174.01,23.49,42.92,1006.29,-1.31,3,126.7844009,37.3942337,38.63,-0.01,-0.01,0.00,1,1,1443,1468,1533,1483
189356,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,38.80,12.40,104.88,73.75,174.01,23.49,42.92,1006.29,-1.32,3,126.7844009,37.3942337,38.63,-0.01,-0.01,0.00,1,1,1443,1468,1533,1483
189444,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.10,12.40,104.88,73.75,174.01,23.49,42.92,1006.28,-1.28,3,126.7844009,37.3942337,38.60,0.02,0.02,-0.05,1,1,1443,1468,1533,1483
189509,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.20,12.50,104.88,73.75,174.01,23.49,42.92,1006.28,-1.27,3,126.7844009,37.3942337,38.60,0.02,0.02,-0.05,1,1,1443,1468,1533,1483
189598,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.00,12.00,104.87,73.75,174.00,23.49,42.93,1006.28,-1.29,3,126.7844009,37.3942337,38.60,0.02,0.02,-0.05,1,1,1443,1468,1533,1483
189671,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,38.90,12.60,104.88,73.75,174.01,23.49,42.92,1006.29,-1.31,3,126.7844009,37.3942337,38.58,-0.00,-0.03,0.04,1,1,1443,1468,1533,1483
189749,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.00,11.90,104.88,73.75,174.01,23.49,42.92,1006.29,-1.30,3,126.7844009,37.3942337,38.58,-0.00,-0.03,0.04,1,1,1443,1468,1533,1483
189840,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.10,12.40,104.88,73.75,174.01,23.49,42.92,1006.28,-1.26,3,126.7844009,37.3942337,38.58,-0.00,-0.03,0.04,1,1,1443,1468,1533,1483
189913,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.20,12.50,104.88,73.75,174.01,23.49,42.93,1006.28,-1.27,3,126.7844009,37.3942337,38.58,-0.00,-0.03,0.04,1,1,1443,1468,1533,1483
189978,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.30,12.50,104.88,73.75,174.01,23.49,42.93,1006.28,-1.24,3,126.7844009,37.3942337,38.57,-0.04,0.00,0.03,1,1,1443,1468,1533,1483
190069,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,39.00,12.50,104.88,73.75,174.01,23.49,42.93,1006.28,-1.23,3,126.7844009,37.3942337,38.57,-0.04,0.00,0.03,1,1,1443,1468,1533,1483
190142,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.10,12.50,104.87,73.75,174.00,23.49,42.93,1006.28,-1.24,3,126.7844009,37.3942337,38.57,-0.04,0.00,0.03,1,1,1443,1468,1533,1483
190221,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.10,12.40,104.87,73.75,174.00,23.49,42.92,1006.28,-1.23,3,126.7844009,37.3942337,38.57,0.04,0.02,-0.01,1,1,1443,1468,1533,1483
190296,-0.97,-0.25,-0.07,0.00,0.00,0.00,40.20,39.00,12.00,104.88,73.75,174.01,23.49,42.93,1006.28,-1.26,3,126.7844009,37.3942337,38.57,0.04,0.02,-0.01,1,1,1443,1468,1533,1483
190384,-0.97,-0.25,-0.07,0.00,0.00,0.00,39.70,39.20,12.50,104.88,73.75,174.01,23.49,42.93,1006.28,-1.24,3,126.7844009,37.3942337,38.57,0.04,0.02,-0.01,1,1,1443,1468,1533,1483
190448,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.10,12.00,104.88,73.75,174.01,23.49,42.93,1006.28,-1.23,3,126.7844009,37.3942337,38.58,0.01,-0.02,0.02,1,1,1443,1468,1533,1483
190523,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.20,12.60,104.87,73.75,174.00,23.49,42.93,1006.28,-1.27,3,126.7844009,37.3942337,38.58,0.01,-0.02,0.02,1,1,1443,1468,1533,1483
190610,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.30,12.00,104.88,73.75,174.01,23.49,42.93,1006.28,-1.25,3,126.7844009,37.3942337,38.58,0.01,-0.02,0.02,1,1,1443,1468,1533,1483
190700,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.20,12.30,104.88,73.75,174.02,23.49,42.93,1006.28,-1.28,3,126.7844009,37.3942337,38.57,-0.00,0.00,-0.02,1,1,1443,1468,1533,1483
190764,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.10,12.30,104.88,73.75,174.01,23.49,42.93,1006.28,-1.28,3,126.7844009,37.3942337,38.57,-0.00,0.00,-0.02,1,1,1443,1468,1533,1483
190853,-0.97,-0.25,-0.07,0.00,0.00,0.00,39.80,39.20,12.40,104.88,73.75,174.02,23.49,42.93,1006.28,-1.27,3,126.7844009,37.3942337,38.57,-0.00,0.00,-0.02,1,1,1443,1468,1533,1483
190917,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.00,11.90,104.88,73.75,174.01,23.49,42.93,1006.28,-1.24,3,126.7844009,37.3942337,38.57,-0.00,0.00,-0.02,1,1,1443,1468,1533,1483
190991,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.20,12.20,104.88,73.75,174.01,23.49,42.93,1006.27,-1.20,3,126.7844009,37.3942337,38.57,-0.02,0.05,-0.08,1,1,1443,1468,1533,1483
191080,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.10,12.70,104.89,73.75,174.02,23.49,42.93,1006.28,-1.22,3,126.7844009,37.3942337,38.57,-0.02,0.05,-0.08,1,1,1443,1468,1533,1483
191159,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.30,39.00,12.40,104.88,73.75,174.02,23.49,42.93,1006.28,-1.24,3,126.7844009,37.3942337,38.57,-0.02,0.05,-0.08,1,1,1443,1468,1533,1483
191233,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.00,12.40,104.88,73.76,174.01,23.49,42.93,1006.28,-1.26,3,126.7844009,37.3942337,38.58,0.01,0.02,-0.05,1,1,1443,1468,1533,1483
191322,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,38.90,12.50,104.88,73.76,174.01,23.49,42.93,1006.28,-1.25,3,126.7844009,37.3942337,38.58,0.01,0.02,-0.05,1,1,1443,1468,1533,1483
191386,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,38.90,12.10,104.88,73.76,174.01,23.49,42.92,1006.28,-1.23,3,126.7844009,37.3942337,38.58,0.01,0.02,-0.05,1,1,1443,1468,1533,1483
191475,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.00,12.40,104.88,73.76,174.01,23.49,42.93,1006.28,-1.22,3,126.7844009,37.3942337,38.57,0.01,0.04,-0.06,1,1,1443,1468,1533,1483
191563,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.60,12.70,104.88,73.75,174.02,23.49,42.93,1006.28,-1.21,3,126.7844009,37.3942337,38.57,0.01,0.04,-0.06,1,1,1443,1468,1533,1483
191628,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.10,12.50,104.89,73.76,174.02,23.49,42.93,1006.27,-1.19,3,126.7844009,37.3942337,38.57,0.01,0.04,-0.06,1,1,1443,1468,1533,1483
191702,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.00,12.30,104.89,73.76,174.02,23.49,42.93,1006.28,-1.22,3,126.7844009,37.3942337,38.57,-0.01,-0.02,-0.03,1,1,1443,1468,1533,1483
191790,-0.97,-0.25,-0.07,0.00,0.00,0.00,40.20,39.00,12.40,104.89,73.76,174.02,23.49,42.93,1006.28,-1.23,3,126.7844009,37.3942337,38.57,-0.01,-0.02,-0.03,1,1,1443,1468,1533,1483
191880,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,38.70,12.40,104.88,73.75,174.01,23.49,42.93,1006.28,-1.25,3,126.7844009,37.3942337,38.57,-0.01,-0.02,-0.03,1,1,1443,1468,1533,1483
191944,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.10,12.40,104.88,73.75,174.01,23.49,42.93,1006.28,-1.21,3,126.7844009,37.3942337,38.55,0.02,-0.03,-0.01,1,1,1443,1468,1533,1483
192033,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.80,12.20,104.87,73.76,174.01,23.49,42.93,1006.27,-1.18,3,126.7844009,37.3942337,38.55,0.02,-0.03,-0.01,1,1,1443,1468,1533,1483
192097,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.50,12.40,104.87,73.76,174.01,23.49,42.93,1006.27,-1.17,3,126.7844009,37.3942337,38.55,0.02,-0.03,-0.01,1,1,1443,1468,1533,1483
192170,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.90,12.40,104.88,73.76,174.01,23.49,42.93,1006.27,-1.17,3,126.7844009,37.3942337,38.52,-0.01,-0.01,-0.00,1,1,1443,1468,1533,1483
192259,-0.97,-0.25,-0.07,0.00,0.00,0.00,39.50,38.90,12.00,104.88,73.75,174.01,23.49,42.93,1006.27,-1.16,3,126.7844009,37.3942337,38.52,-0.01,-0.01,-0.00,1,1,1443,1468,1533,1483
